48,52,51,49,50
49,54,52,51,53
53,51,52,51,51
51,50,51,52,52
49,53,52,51,50
52,50,53,52,51
53,51,50,52,49
48,51,51,50,50
49,48,51,51,53
51,54,51,54,50
54,49,52,52,50
50,51,51,51,53
49,49,50,51,49
49,51,51,51,49
54,53,53,52,53
49,52,51,55,49
52,50,53,52,47
50,52,51,50,52
53,54,52,53,49
51,54,53,52,53
50,56,51,53,55
51,53,50,50,49
54,52,51,52,52
51,50,51,54,49
54,50,55,59,51
53,52,52,50,52
50,53,49,51,53
56,51,51,53,51
51,52,48,50,53
49,54,50,52,53
51,50,51,50,53
50,54,51,52,52
51,54,49,50,56
51,50,50,53,52
50,50,52,50,50
48,52,51,51,53
53,51,51,51,50
49,53,51,50,48
52,49,53,49,53
54,53,54,51,51
52,52,49,50,50
52,50,47,51,52
53,50,50,47,47
52,53,51,51,54
50,51,54,51,53
51,52,50,52,50
53,51,52,50,52
51,53,54,51,53
53,53,49,52,49
51,48,53,51,52
52,52,53,52,52
53,51,53,53,50
53,50,52,53,48
51,49,50,51,50
52,51,52,54,51
51,54,49,51,53
55,52,50,50,57
55,49,51,56,54
52,49,53,55,53
55,54,49,49,53
52,54,54,52,54
52,50,50,48,52
54,50,51,52,49
51,49,52,49,54
53,53,51,52,53
51,52,53,52,51
51,49,51,52,51
53,51,53,51,50
51,53,50,53,50
54,55,50,51,50
56,54,48,53,53
50,51,54,49,49
51,53,50,52,51
50,53,51,53,52
55,51,51,53,52
51,52,50,50,53
51,52,50,51,49
51,53,50,53,52
52,51,53,51,49
49,50,55,52,49
51,50,54,51,52
53,52,53,51,48
52,50,51,52,47
52,48,57,52,51
52,52,54,49,49
50,51,51,48,53
49,52,55,50,52
52,52,50,52,50
53,51,49,54,47
49,50,51,51,52
50,54,50,52,52
52,51,50,51,55
54,51,52,51,53
51,56,51,55,51
53,49,49,50,51
52,52,50,53,51
54,52,50,52,51
50,53,51,51,51
54,49,51,51,53
49,52,51,52,55
55,53,54,53,52
52,50,52,53,50
52,54,55,53,49
51,52,51,52,49
53,51,51,53,49
52,51,51,52,50
52,52,50,51,52
51,57,51,51,53
52,51,52,54,51
50,53,51,54,51
51,51,52,50,49
51,51,52,53,51
52,51,51,51,52
51,53,53,53,49
51,54,54,52,53
50,50,50,54,52
53,54,50,49,53
49,53,51,53,52
52,51,49,52,52
50,53,51,52,51
51,52,55,53,56
51,52,53,53,53
55,50,52,50,50
48,51,52,50,54
50,47,54,51,51
52,52,54,51,52
51,51,52,51,50
53,50,56,51,51
53,53,54,53,53
51,52,49,53,51
53,51,53,53,51
53,52,49,53,56
51,53,50,50,48
49,51,52,54,51
49,52,51,52,52
52,50,53,54,52
49,55,52,52,52
53,53,51,51,56
55,54,49,49,50
52,51,53,48,52
52,50,52,51,50
52,50,50,51,51
53,50,50,48,50
54,52,51,53,49
53,49,48,54,51
52,52,49,50,54
50,55,55,51,50
51,51,51,49,50
52,54,52,50,52
51,50,50,52,51
50,52,50,50,51
51,57,49,53,53
54,54,52,55,51
52,50,49,50,50
54,51,53,51,51
50,51,52,53,53
51,49,53,50,50
52,51,50,50,51
51,51,51,49,52
51,53,50,51,54
52,45,54,52,54
48,52,53,50,50
53,51,50,51,51
55,48,54,50,53
52,49,50,51,54
52,53,51,51,51
51,50,53,50,52
49,52,49,54,53
48,53,54,53,52
53,52,50,51,51
53,52,45,51,54
56,54,48,55,53
51,54,54,53,49
53,50,49,52,51
51,54,48,51,51
51,52,53,52,51
50,52,54,47,48
53,53,50,52,55
48,49,48,52,48
53,51,51,51,49
51,51,51,52,51
51,49,54,50,53
52,52,49,54,51
52,51,53,50,53
53,50,53,57,52
51,50,53,48,54
51,54,51,50,50
50,52,51,52,50
49,52,51,53,50
55,51,51,52,55
55,51,52,51,54
52,51,51,48,48
51,51,53,49,50
51,53,51,52,53
54,54,50,51,51
52,52,53,51,45
51,52,51,50,51
52,51,51,52,54
52,51,50,50,55
51,51,52,54,51
51,53,50,55,47
51,55,53,50,52
54,51,53,50,52
50,55,53,53,53
49,51,52,51,48
52,49,53,50,53
57,53,53,52,51
53,53,53,51,52
50,51,49,51,52
53,50,52,50,51
53,52,52,53,49
53,52,52,52,51
50,52,50,52,52
54,50,54,50,52
53,51,50,53,50
53,48,51,51,51
52,51,54,55,52
53,52,51,51,50
52,51,55,52,49
47,52,50,54,55
54,52,51,49,52
57,51,51,54,50
52,51,51,52,48
52,52,50,52,52
49,51,55,51,51
49,51,51,51,54
49,52,51,54,50
52,51,49,53,51
50,53,53,53,51
52,50,50,52,55
52,51,56,51,53
54,51,49,53,52
48,51,53,54,51
53,50,53,54,49
55,51,53,51,54
51,49,55,51,55
50,50,48,50,51
52,52,50,52,53
50,51,52,51,48
52,55,51,50,52
53,50,50,55,52
49,52,52,53,49
51,52,52,52,52
51,51,50,51,50
50,53,52,54,53
48,53,50,53,54
50,50,52,54,51
53,56,54,50,51
51,53,49,51,52
49,50,55,53,51
50,53,53,49,51
53,51,49,49,51
50,50,50,53,48
51,50,54,53,53
51,47,52,50,50
49,55,48,50,55
51,52,51,52,52
52,50,54,50,54
52,53,52,53,52
52,51,53,50,53
50,51,52,49,50
52,51,51,50,52
52,52,54,51,51
50,51,54,49,50
51,53,55,51,50
50,49,52,54,52
49,50,50,50,51
54,52,51,51,53
54,53,49,51,53
51,52,54,53,50
53,50,51,52,48
51,52,48,53,54
50,50,50,51,50
53,49,53,53,59
51,52,53,51,52
54,50,47,49,50
51,51,52,52,51
53,53,51,51,52
54,55,55,52,47
51,49,53,47,48
51,52,51,50,51
54,49,50,51,50
56,51,49,53,50
50,49,49,51,50
52,49,53,51,51
54,53,50,49,52
51,50,51,49,50
53,52,54,54,52
52,52,49,51,52
50,53,51,50,49
53,52,48,53,52
53,53,53,50,51
52,51,49,50,53
50,52,49,53,51
51,51,53,50,51
54,51,52,55,50
50,50,44,55,50
50,51,51,52,52
47,52,53,49,53
51,50,51,49,50
54,52,52,50,52
51,50,50,53,50
51,51,49,51,53
53,50,46,51,50
50,50,51,50,53
50,53,54,50,54
50,49,51,50,52
50,52,52,48,52
50,51,51,53,52
53,50,51,54,50
50,52,53,52,50
50,49,49,52,49
53,51,50,51,53
48,53,53,54,55
51,49,52,51,54
53,48,49,54,54
49,53,52,49,49
56,50,50,53,46
56,55,50,51,50
52,52,52,50,53
51,51,55,50,50
53,51,52,53,51
48,52,55,52,51
54,52,51,51,54
50,52,51,49,50
49,52,54,53,51
49,52,52,50,48
51,51,51,50,53
50,50,52,49,51
54,51,53,51,53
52,51,48,52,53
50,54,50,52,52
51,52,53,53,54
50,54,52,51,53
51,52,52,50,54
51,50,48,53,53
52,50,53,52,51
53,48,52,52,57
51,52,54,53,50
53,51,49,51,53
49,53,51,50,54
50,51,48,49,52
53,54,57,54,53
48,53,49,50,51
48,55,54,51,50
51,51,52,49,53
52,51,54,52,50
54,49,47,54,53
53,53,56,51,53
52,52,51,50,54
50,50,51,53,52
54,51,50,51,56
52,50,50,54,49
52,54,52,50,53
52,51,48,52,58
56,52,52,53,51
52,52,52,51,55
51,50,51,52,51
50,54,49,51,50
52,53,52,53,54
48,53,52,49,48
54,53,53,53,53
49,52,49,51,53
50,51,47,51,51
50,50,53,50,52
47,51,52,51,53
50,56,50,53,56
52,52,55,53,54
51,51,50,50,54
51,53,52,51,49
54,52,51,51,52
54,52,51,51,51
50,53,50,52,54
50,54,53,51,51
50,52,50,51,54
52,50,50,50,53
52,52,49,51,50
51,52,52,48,52
49,52,54,50,52
54,53,50,52,54
53,52,52,53,54
53,51,50,51,52
50,52,54,51,50
53,49,52,52,53
53,51,51,52,53
50,50,51,52,52
54,53,51,51,53
51,52,51,52,52
51,50,50,49,52
52,46,52,52,50
51,51,51,50,54
52,50,52,56,51
52,51,52,50,52
52,49,51,55,48
49,49,52,51,54
53,53,50,51,49
51,51,51,51,49
52,51,52,49,55
53,52,52,50,52
50,49,51,50,51
50,52,52,52,53
49,51,51,52,52
52,51,52,54,48
52,50,51,49,54
51,52,54,51,49
53,51,54,54,51
51,48,51,54,47
50,51,52,50,52
51,52,51,54,50
51,51,53,51,52
51,52,56,53,51
48,52,52,50,53
54,54,55,53,52
52,54,51,53,52
51,51,50,55,52
51,49,51,51,52
49,51,54,54,52
52,53,50,49,52
51,52,50,53,53
52,49,51,51,50
50,52,53,52,48
50,51,53,50,50
52,53,52,52,53
51,50,51,51,52
55,53,53,51,51
50,51,51,52,49
55,52,50,53,52
52,51,53,50,55
50,50,54,52,52
47,50,55,54,50
53,51,49,53,52
51,53,53,51,50
51,50,51,49,53
50,49,51,50,56
47,55,51,51,50
50,48,51,53,51
50,53,53,51,52
51,52,51,52,54
53,50,50,51,55
51,51,49,51,54
51,51,53,54,50
51,51,51,51,51
51,51,54,51,47
52,53,49,50,51
53,52,56,53,50
54,47,54,51,51
50,52,51,51,54
49,49,50,49,51
54,52,48,50,53
51,50,51,50,53
58,53,48,50,47
50,52,52,52,52
51,54,54,50,53
54,51,50,51,48
47,52,52,55,50
54,49,48,54,51
53,55,51,51,52
54,51,52,51,52
55,48,52,51,49
50,52,49,52,53
52,48,51,52,52
52,49,51,55,52
52,52,51,48,51
51,52,47,53,51
50,50,50,55,51
50,51,53,51,52
54,52,51,50,54
53,48,53,49,49
50,50,52,50,54
54,51,48,53,51
50,50,51,52,50
51,52,52,56,52
49,51,54,51,49
52,52,50,51,54
54,53,50,49,54
54,49,50,52,50
54,51,50,48,53
51,49,50,51,50
51,50,52,54,54
52,51,49,51,53
50,54,52,48,50
49,53,52,47,53
48,47,52,50,53
49,49,49,51,51
49,52,51,52,50
51,50,50,53,51
55,54,51,50,50
52,50,50,48,53
54,53,53,51,54
53,51,52,52,52
50,50,53,52,47
49,51,49,52,50
52,51,51,51,48
53,50,49,51,51
51,52,51,51,50
47,51,53,53,50
53,52,46,49,52
50,51,54,53,50
56,54,55,49,49
49,52,54,50,51
52,49,51,53,50
49,47,50,51,51
57,53,52,50,54
50,52,52,50,55
52,52,52,52,52
48,50,51,51,53
49,51,51,50,50
52,49,53,54,50
51,52,50,51,51
52,52,51,53,54
54,54,51,50,52
53,52,52,52,51
48,48,51,54,51
54,48,51,51,51
53,50,52,52,50
51,53,51,53,51
52,51,51,51,52
49,49,51,51,52
52,51,51,53,53
50,52,52,50,51
50,49,51,53,53
53,54,49,51,55
49,52,51,53,49
51,52,47,54,51
48,52,53,50,49
53,51,52,52,49
51,50,50,53,49
50,51,50,52,52
52,53,55,55,51
50,51,52,51,50
51,52,50,53,53
51,51,50,49,50
50,51,54,49,51
54,51,48,53,51
54,52,50,52,51
51,51,50,54,50
55,51,52,49,51
49,51,51,50,54
50,49,51,54,51
52,52,52,50,51
55,51,52,56,50
51,52,50,50,49
52,55,48,53,50
50,52,52,47,51
54,52,48,53,52
54,52,52,54,52
51,51,54,51,53
54,54,54,54,56
52,48,52,52,53
55,52,52,54,51
51,49,51,52,49
52,51,52,51,51
52,52,54,53,49
51,53,48,55,53
52,50,50,53,55
50,52,51,53,50
50,50,52,53,48
56,50,53,50,52
50,52,54,53,52
54,52,51,53,51
53,49,52,53,51
55,54,55,52,51
57,52,52,50,53
50,51,51,52,52
54,47,52,51,48
50,54,56,50,51
50,51,55,52,51
50,50,51,53,48
52,53,53,50,50
50,54,49,52,50
50,51,49,53,53
53,49,50,51,50
51,51,53,51,51
51,50,49,52,52
53,53,51,52,50
54,55,49,51,52
51,50,50,49,49
49,51,50,52,49
51,51,60,50,53
51,53,52,49,51
49,51,49,51,49
48,53,51,51,51
49,52,52,53,52
54,49,52,48,53
51,52,53,49,53
53,51,51,51,53
53,52,51,53,50
53,55,56,51,51
55,51,52,48,47
52,52,51,53,50
53,51,52,52,49
54,51,50,50,51
54,51,51,51,52
57,52,51,50,48
55,51,49,51,50
51,49,55,54,54
50,53,52,52,49
51,49,56,53,53
52,51,54,56,52
54,49,50,50,51
53,51,52,51,51
49,54,54,51,53
52,53,50,48,52
48,49,51,52,49
49,53,50,51,49
50,52,50,54,50
49,51,55,51,52
53,54,52,51,50
54,51,53,45,52
51,52,52,52,53
50,51,51,51,51
50,51,49,49,49
55,53,51,51,51
51,51,51,50,55
51,52,55,49,49
54,49,52,49,52
52,50,51,51,52
50,52,49,51,52
54,50,51,51,54
50,51,54,52,50
51,50,57,50,53
50,51,54,49,52
50,52,49,53,50
48,54,55,52,53
52,51,53,50,50
51,55,50,47,49
51,51,53,51,52
53,54,52,53,50
54,52,52,49,55
51,51,55,50,50
50,52,53,50,52
50,47,52,54,50
49,53,52,55,53
50,54,49,50,51
51,50,51,51,51
55,51,48,54,47
54,53,52,55,53
51,50,52,52,50
54,49,53,52,55
49,50,54,54,50
50,51,52,49,50
48,50,51,51,55
52,55,50,49,52
49,52,50,54,52
54,52,54,51,51
52,50,53,51,52
51,58,56,53,50
53,56,52,50,54
52,52,52,53,50
52,53,52,50,49
48,50,53,51,48
53,50,53,49,53
50,52,50,52,54
50,53,50,50,51
48,54,51,48,50
53,53,52,51,52
51,50,50,51,52
52,51,50,52,50
48,53,54,52,53
54,54,52,50,52
51,51,49,52,53
52,53,55,50,56
54,52,51,58,53
53,52,51,50,49
51,51,51,53,52
51,51,56,48,50
53,54,52,53,53
50,53,50,53,53
52,52,53,53,57
51,50,53,49,51
52,53,51,52,52
52,51,48,52,51
52,51,55,52,52
54,51,52,48,50
53,51,52,50,54
51,52,55,55,53
52,51,52,53,52
52,51,55,50,54
51,52,51,52,51
52,51,51,53,51
52,52,52,49,54
54,53,49,53,52
53,52,54,51,53
52,50,55,51,50
51,53,50,51,56
52,52,49,48,50
51,53,51,49,52
52,52,49,50,49
52,50,53,51,52
50,55,48,52,52
52,50,51,50,51
52,53,54,52,51
50,49,50,51,50
50,49,56,53,50
50,51,53,53,50
53,50,50,54,51
54,53,52,51,52
49,52,50,52,52
53,51,51,53,54
54,51,52,51,51
49,51,54,50,52
53,50,57,50,53
51,50,52,50,50
54,55,51,53,53
53,52,52,52,52
53,51,53,50,52
55,48,54,49,53
50,51,51,53,50
51,53,52,52,52
54,51,52,51,50
52,49,51,51,51
56,50,53,50,52
54,52,52,54,52
51,51,51,55,52
52,49,50,49,56
52,54,53,53,52
50,50,50,49,53
50,49,50,52,50
54,54,52,54,51
51,52,51,52,51
54,50,49,52,53
52,51,54,49,51
50,52,50,50,51
52,51,53,50,53
51,51,53,52,53
53,50,53,54,51
52,52,49,50,49
57,48,50,52,50
50,51,54,53,48
52,52,56,49,53
49,50,49,52,55
52,51,50,50,55
47,50,47,53,50
50,47,52,49,51
50,49,52,54,53
50,48,50,52,54
55,52,50,54,49
51,49,51,49,54
51,53,56,52,47
53,55,53,50,54
53,50,54,49,53
53,52,52,55,53
54,52,50,53,50
49,55,51,52,49
52,53,52,49,52
51,51,51,55,51
55,51,52,55,52
51,51,52,55,49
49,53,53,51,51
55,54,51,54,54
53,50,51,52,52
52,55,52,52,52
53,52,50,52,52
51,52,51,50,49
55,52,49,55,53
51,53,54,50,49
51,52,54,51,50
52,50,50,51,56
50,50,52,51,48
52,54,53,49,50
52,51,52,51,52
52,48,52,55,50
53,49,51,50,53
53,49,52,51,50
52,48,53,50,52
50,53,52,48,53
50,44,51,54,51
47,51,50,51,51
53,52,50,51,51
50,53,53,52,53
53,53,51,52,54
51,52,52,52,53
52,51,49,54,50
50,52,52,51,51
54,54,46,51,51
51,52,48,56,53
49,50,52,50,49
51,50,52,50,50
50,55,50,54,54
51,52,51,51,51
51,52,52,50,53
52,50,50,53,52
52,52,47,50,53
53,52,52,53,55
54,53,49,51,49
52,50,49,48,54
51,51,51,51,52
55,51,51,50,50
51,53,50,50,53
50,55,49,47,48
53,51,51,52,54
52,49,53,51,49
53,50,52,51,53
50,55,48,52,51
49,50,52,53,52
51,50,52,54,51
50,51,50,50,49
56,52,52,51,54
47,53,51,50,54
54,52,51,49,54
52,51,53,52,54
52,52,52,52,51
53,51,51,51,49
49,49,52,53,53
50,52,49,58,51
51,53,51,52,50
50,50,53,50,56
53,50,51,50,53
55,48,50,53,54
50,53,52,52,53
53,55,52,52,55
54,50,51,51,52
50,51,51,50,55
52,52,51,49,51
52,50,52,55,51
47,53,49,48,49
49,54,56,51,49
52,52,51,53,49
53,50,49,50,51
52,51,47,53,52
53,58,53,51,51
54,51,52,49,53
51,50,49,50,53
50,48,51,51,51
52,52,52,50,50
53,51,52,51,51
53,55,51,52,52
46,54,51,51,52
53,51,51,51,54
53,52,51,53,52
51,51,51,48,51
53,48,52,51,54
52,52,52,52,50
51,50,50,51,52
51,51,53,52,51
50,54,50,51,50
52,51,49,51,50
51,55,53,51,51
49,53,52,52,51
53,51,50,45,51
52,53,51,52,50
50,57,52,50,50
53,52,52,51,53
55,52,53,49,51
52,50,53,52,55
49,50,54,52,52
50,47,53,53,52
51,52,56,54,57
51,51,50,52,51
48,51,49,51,52
52,49,52,52,52
48,50,54,52,52
52,53,53,52,50
52,52,53,48,51
53,50,52,54,51
51,46,51,52,53
50,55,55,52,51
54,52,51,54,52
51,54,52,49,50
54,49,52,50,53
55,52,53,53,52
52,50,49,51,52
49,48,50,51,50
50,50,52,49,54
51,53,48,51,49
50,53,54,53,55
51,50,53,49,54
49,55,52,55,51
50,52,49,48,51
51,53,49,53,51
51,48,52,53,47
51,51,51,54,51
51,53,53,50,50
49,51,53,50,53
49,49,49,55,52
50,51,51,53,52
53,51,53,53,51
54,50,52,52,52
56,52,50,51,51
50,53,49,54,52
54,51,53,56,52
51,52,49,52,53
53,48,51,52,49
53,52,50,53,54
51,52,48,49,52
53,54,51,49,51
52,51,53,52,49
49,53,52,50,54
52,52,54,53,51
53,52,53,53,50
52,54,51,53,50
58,54,54,53,52
52,52,52,54,51
54,51,51,49,53
50,50,49,52,56
50,50,51,49,49
53,53,51,55,51
52,50,55,54,50
51,51,49,54,51
50,50,51,54,50
54,53,50,53,52
52,55,52,50,51
57,51,53,52,56
51,55,49,51,49
52,49,51,53,49
51,51,50,52,52
51,53,53,53,52
51,53,50,51,52
51,51,51,48,55
51,51,51,54,54
50,50,51,52,49
52,54,53,53,48
48,51,51,54,53
53,53,52,50,51
51,52,51,52,54
52,51,49,53,50
49,52,49,51,47
53,52,53,53,51
52,52,53,55,50
52,52,52,54,51
52,49,49,50,47
49,50,52,51,52
50,50,50,52,54
51,48,53,51,50
51,49,51,51,52
50,51,52,53,50
48,50,55,52,52
49,55,51,51,51
50,53,52,54,50
51,52,52,56,52
52,52,50,52,52
50,52,49,50,51
52,51,53,51,50
53,53,50,52,52
55,53,51,54,50
52,52,52,55,51
52,53,51,51,52
52,52,55,50,53
52,47,54,54,55
52,52,49,53,52
53,52,52,54,49
57,52,54,52,47
48,53,50,52,52
52,51,51,54,52
52,51,50,52,54
50,55,50,50,51
51,48,54,48,51
49,53,51,51,56
50,54,51,53,49
52,51,52,51,51
56,53,53,52,50
49,51,52,48,54
50,52,52,51,52
52,50,53,52,50
49,50,55,53,54
52,54,51,50,52
46,51,50,50,53
54,52,53,51,50
53,49,50,52,54
52,50,52,55,49
50,51,52,52,51
51,58,52,50,48
57,52,51,55,52
53,54,53,54,49
51,52,49,51,52
49,53,53,51,53
51,51,49,49,51
52,50,51,48,53
49,50,51,51,54
51,53,50,52,50
51,52,55,50,52
53,50,52,49,48
52,48,52,53,52
48,49,51,53,50
53,49,51,50,54
51,51,53,48,52
50,53,53,51,53
50,45,52,55,54
55,48,52,48,51
49,49,49,51,52
53,51,51,54,50
53,52,53,51,53
48,51,51,52,51
51,48,48,50,50
50,53,52,51,53
53,52,51,52,50
53,52,52,52,52
52,51,52,51,53
51,56,51,51,51
53,52,50,50,50
51,49,52,50,54
51,48,53,53,52
49,51,50,54,52
51,49,51,52,49
51,52,53,50,50
54,53,51,50,50
47,49,52,53,50
51,51,51,54,51
50,52,50,51,53
54,52,53,53,50
51,52,52,51,49
51,53,52,49,47
51,51,51,54,48
52,53,53,52,52
52,50,54,48,53
51,53,53,54,48
52,50,50,53,51
52,54,52,49,54
53,51,54,54,51
56,53,53,51,51
51,54,52,51,50
52,49,54,54,51
50,47,53,49,51
53,53,50,52,49
52,53,51,53,51
49,49,53,47,53
50,51,54,53,51
53,50,50,51,50
51,51,50,52,51
54,50,50,52,49
50,53,52,51,50
50,50,50,53,51
49,53,57,53,50
51,49,52,50,52
50,52,54,57,50
51,52,54,49,49
51,52,53,52,52
52,50,49,49,51
53,50,50,54,49
52,51,49,52,51
53,53,50,53,49
52,53,52,49,54
52,51,49,54,54
53,52,52,51,51
52,54,53,54,54
52,53,48,52,53
51,51,52,51,54
54,54,52,50,49
49,48,51,49,50
51,52,53,51,51
54,50,53,50,49
53,53,54,52,53
52,49,49,51,53
51,52,50,49,50
52,50,52,53,52
53,54,49,52,54
55,55,54,49,52
53,51,52,48,51
50,54,52,51,54
51,52,51,51,49
48,51,54,48,50
52,52,50,49,50
54,52,51,53,52
54,51,51,49,55
51,53,52,50,54
53,52,49,52,51
51,48,50,55,55
53,51,52,51,50
51,51,52,50,47
50,53,52,53,52
52,52,52,51,52
54,51,51,52,53
55,50,48,55,52
49,51,52,53,50
51,51,54,49,50
53,51,52,49,53
55,49,52,52,49
51,54,53,49,52
51,48,53,51,50
50,50,53,51,51
51,53,53,52,48
51,54,54,53,54
50,51,51,50,50
50,51,52,51,52
52,53,51,50,50
53,51,52,51,53
51,50,50,51,50
52,51,50,53,50
51,51,51,53,51
48,51,53,52,53
50,50,54,51,52
50,50,50,54,50
52,49,51,50,51
55,54,51,51,51
52,54,48,53,52
49,49,54,51,53
50,50,52,50,50
51,52,50,50,49
52,51,53,51,51
51,51,50,51,56
52,51,49,49,50
53,49,52,51,52
51,51,55,55,51
50,50,53,49,56
53,51,56,52,48
52,49,49,51,54
51,52,54,51,50
52,51,49,52,49
51,49,48,49,52
50,56,50,51,53
50,55,52,51,50
51,51,51,50,50
50,49,50,47,51
51,53,52,51,51
52,58,53,53,52
51,48,50,56,51
50,49,56,51,53
53,51,50,52,51
50,52,50,51,53
54,50,51,52,54
49,52,53,50,55
52,53,51,50,52
51,52,50,51,48
51,53,52,56,53
52,52,50,50,55
53,55,49,52,48
50,52,56,53,52
51,56,52,52,50
50,53,53,49,51
50,52,54,54,53
51,53,50,50,51
52,47,56,48,50
53,53,53,53,53
51,51,53,51,52
50,52,51,51,51
53,55,52,51,53
51,51,53,52,51
50,49,53,51,52
48,55,52,51,52
49,50,50,54,49
51,52,51,50,50
54,52,48,53,50
54,52,50,50,49
51,51,50,53,51
54,53,55,51,51
55,50,50,52,50
49,51,51,51,53
52,52,48,53,49
52,51,54,47,53
52,49,54,50,50
49,51,52,53,53
51,50,51,50,50
51,54,51,51,50
53,49,49,52,51
51,51,50,52,48
52,51,51,50,53
51,51,53,50,53
49,56,54,55,51
54,49,51,49,50
51,53,53,51,53
48,51,50,54,51
53,48,52,55,50
49,51,51,50,54
52,52,51,51,49
53,53,51,50,50
53,53,52,53,52
49,50,51,52,50
50,54,51,52,52
49,53,55,50,52
53,52,50,49,49
52,51,52,53,49
50,51,54,52,51
51,52,53,52,51
51,50,50,53,50
54,54,51,53,56
50,52,50,55,52
50,49,51,50,52
50,54,53,51,50
52,51,51,49,53
53,52,52,52,50
52,52,54,49,53
55,53,49,52,52
48,53,53,53,51
56,52,50,52,52
50,53,51,54,53
51,51,51,53,51
50,50,49,52,49
50,51,51,50,51
51,54,51,51,52
48,52,48,50,51
53,53,54,51,52
51,52,48,52,53
50,51,51,53,49
52,48,53,50,50
52,51,53,51,51
52,49,54,53,50
51,51,49,51,53
50,52,50,52,53
51,51,49,52,51
50,51,54,52,54
54,50,51,54,53
52,53,54,51,51
51,50,50,50,51
50,52,52,52,52
52,55,51,51,49
51,54,51,50,50
54,55,50,53,51
49,48,49,51,50
51,49,52,50,52
52,47,54,53,54
52,55,48,54,49
51,52,52,49,50
50,52,52,51,54
52,51,51,51,50
53,51,50,50,51
53,51,48,53,49
51,52,54,54,50
54,51,52,48,51
51,50,49,51,54
51,51,52,50,52
52,53,52,51,54
51,52,50,53,51
53,50,52,51,48
49,55,54,52,52
50,52,52,51,54
51,55,51,53,51
50,52,49,53,50
51,51,55,49,52
52,50,50,50,50
55,50,57,55,53
51,52,50,52,53
52,50,50,54,53
54,48,52,51,50
52,52,54,52,50
53,49,51,50,49
51,50,52,52,55
51,52,52,52,54
54,50,48,49,49
47,49,51,53,49
56,48,50,50,49
50,51,52,52,52
49,51,53,50,52
52,50,53,49,54
49,50,50,53,51
51,51,48,49,54
51,51,52,52,53
51,52,51,48,50
50,52,51,53,51
53,51,49,50,54
51,54,51,51,50
49,53,52,50,49
50,51,54,53,52
52,52,53,52,50
51,51,51,49,49
49,49,53,54,52
51,49,55,52,51
51,49,51,54,49
49,51,52,55,52
52,53,49,52,52
50,49,50,51,51
52,50,50,51,53
50,51,52,51,50
51,52,53,52,50
51,50,53,53,50
50,56,53,53,51
53,52,49,51,52
53,52,52,53,52
51,50,50,50,50
53,51,53,52,54
52,51,51,53,50
52,53,53,51,52
51,51,53,52,51
53,52,48,51,50
50,52,55,55,48
50,50,54,51,52
57,52,53,51,55
49,51,51,51,51
51,53,53,51,53
49,53,50,53,52
50,50,50,51,53
53,52,54,51,51
51,54,52,56,52
52,51,51,51,51
54,54,51,52,50
51,50,51,51,52
50,50,50,50,53
52,55,55,55,51
50,48,50,51,52
49,52,51,54,49
50,52,52,53,51
51,54,52,54,49
48,50,54,52,53
50,50,53,50,57
51,50,53,51,50
53,51,48,52,51
53,54,55,51,50
53,49,53,54,52
50,50,49,54,51
51,51,51,52,50
52,54,51,52,50
52,52,49,53,54
53,56,54,53,53
52,52,52,52,53
48,53,49,55,51
51,52,49,50,51
51,54,55,53,49
51,50,50,51,50
51,50,53,51,50
52,51,55,49,51
49,52,49,50,53
55,51,53,48,47
51,50,49,52,50
49,51,50,50,50
49,56,50,52,51
54,50,51,51,49
52,51,52,51,51
48,51,50,50,51
49,53,51,50,53
54,52,51,50,50
53,51,52,52,48
55,53,53,52,51
51,51,56,50,52
51,51,49,50,54
52,55,52,51,52
52,49,55,49,48
53,52,51,52,51
52,52,51,51,52
52,51,51,52,52
51,52,53,50,52
48,52,52,53,53
56,51,52,52,52
51,48,53,51,48
54,53,50,52,54
55,50,52,51,54
53,52,50,52,52
54,49,48,50,53
51,50,53,51,55
52,51,50,52,53
50,52,51,50,54
50,54,54,49,50
52,52,54,52,51
51,51,52,55,54
51,54,48,53,53
52,53,51,54,51
53,52,52,53,50
53,54,53,50,52
50,54,52,53,52
53,51,52,55,49
52,50,50,53,55
54,50,51,53,51
56,50,53,51,51
55,50,49,57,53
52,51,51,54,53
51,52,53,55,50
51,55,48,52,53
53,54,54,51,54
50,53,53,53,52
51,53,52,52,54
53,51,48,49,51
48,52,51,56,51
52,48,50,53,52
51,48,54,52,53
54,53,49,49,51
49,54,50,50,49
52,53,49,53,52
51,52,54,50,52
53,52,49,50,54
54,51,50,51,50
51,51,51,50,52
54,51,52,53,54
50,51,52,51,55
52,53,51,49,53
52,49,51,53,52
51,50,51,51,48
52,51,52,51,53
51,53,53,49,51
55,51,49,52,54
50,51,55,53,53
50,48,50,51,51
49,50,51,48,54
50,48,52,51,53
50,52,49,49,51
53,54,50,51,55
51,54,50,51,49
51,50,53,50,51
51,50,50,57,49
51,51,53,53,50
50,52,51,52,48
51,51,54,57,50
51,52,49,53,53
51,54,51,49,53
51,50,49,51,53
50,55,53,52,52
51,48,50,50,53
54,51,53,54,52
54,50,51,50,53
52,53,56,53,51
53,53,54,50,51
49,52,51,51,49
52,52,53,51,55
53,56,55,52,51
49,51,50,51,53
50,53,45,55,49
49,49,51,52,54
54,52,54,53,53
52,52,53,51,54
52,51,52,52,50
53,53,51,51,51
51,54,49,52,50
51,49,52,51,52
